valid_time,t2m,latitude,longitude,tp,hour,day,dayofweek,month,year,is_weekend,t2m_lag_1,t2m_lag_24,tp_lag_1,tp_lag_24,t2m_rollmean_3,t2m_rollmean_24
2020-01-02 13:00:00,28.85088,34.900000000001064,10.799999999999985,0.0,13,2,3,1,2020,0,28.80221,28.685504,0.0,0.0,28.793415999999997,28.443925833333335
2020-01-02 14:00:00,28.874243,34.900000000001064,10.799999999999985,0.0,14,2,3,1,2020,0,28.85088,28.685046,0.0,0.0,28.842444333333333,28.451809041666667
2020-01-02 15:00:00,28.859064,34.900000000001064,10.799999999999985,0.0,15,2,3,1,2020,0,28.874243,28.654266,0.0,0.64477324,28.861395666666667,28.460342291666667
2020-01-02 16:00:00,28.768903,34.900000000001064,10.799999999999985,0.0,16,2,3,1,2020,0,28.859064,28.610123,0.0,0.0,28.83407,28.466958125
2020-01-02 17:00:00,28.613986,34.900000000001064,10.799999999999985,-0.00014901161,17,2,3,1,2020,0,28.768903,28.54624,0.0,0.0,28.747317666666664,28.469780874999998
2020-01-02 18:00:00,28.456503,34.900000000001064,10.799999999999985,0.0,18,2,3,1,2020,0,28.613986,28.485480000000003,-0.00014901161,0.0043511682,28.613130666666667,28.4685735
2020-01-02 19:00:00,28.4108,34.900000000001064,10.799999999999985,0.0,19,2,3,1,2020,0,28.456503,28.453583,0.0,0.0,28.493763,28.466790874999997
2020-01-02 20:00:00,28.351434,34.900000000001064,10.799999999999985,0.0,20,2,3,1,2020,0,28.4108,28.422156,0.0,0.0085234205,28.406245666666667,28.463844124999998
2020-01-02 21:00:00,28.251877,34.900000000001064,10.799999999999985,0.0,21,2,3,1,2020,0,28.351434,28.379193,0.0,2.9831426e-05,28.338037,28.458539291666668
2020-01-02 22:00:00,28.15699,34.900000000001064,10.799999999999985,0.0,22,2,3,1,2020,0,28.251877,28.345587,0.0,0.0,28.253433666666666,28.450681083333333
2020-01-02 23:00:00,28.124213,34.900000000001064,10.799999999999985,0.0,23,2,3,1,2020,0,28.15699,28.317493,0.0,0.008553252,28.177693333333337,28.44262775
2020-01-03 00:00:00,28.095624,34.900000000001064,10.799999999999985,0.0,0,3,4,1,2020,0,28.124213,28.298093,0.0,-5.9590093000000005e-05,28.125608999999997,28.434191541666664
2020-01-03 01:00:00,28.072247,34.900000000001064,10.799999999999985,0.0,1,3,4,1,2020,0,28.095624,28.276166,0.0,0.0,28.097361333333335,28.425694916666668
2020-01-03 02:00:00,28.053674,34.900000000001064,10.799999999999985,0.0,2,3,4,1,2020,0,28.072247,28.26054,0.0,0.0,28.073848333333334,28.4170755
2020-01-03 03:00:00,28.029950000000003,34.900000000001064,10.799999999999985,0.0,3,3,4,1,2020,0,28.053674,28.242862,0.0,0.0,28.051957,28.408204166666668
2020-01-03 04:00:00,27.999445,34.900000000001064,10.799999999999985,0.0,4,3,4,1,2020,0,28.029950000000003,28.23301,0.0,0.0,28.027689666666664,28.398472291666668
